Concatenar;Status;Semi-acabado;Descrição Semi-acabado;Qtd Semi-acabado;Centro Semi-acabado;Matéria-Prima;Descrição Matéria-Prima;Qtd Matéria-Prima;UN Matéria-Prima;;;
11701164;SEMI ACABADO;701164;PANTOPRAZOL 40MG COM REV LIB RETARD;1.600.000;600;011675;LACTOSE (ANIDRA); 139,200 ;KG;;;
12701164;SEMI ACABADO;701164;PANTOPRAZOL 40MG COM REV LIB RETARD;1.600.000;600;011683;POL.ANI.AC.METACRIL.(EUDRAGIT L30D); 132,000 ;KG;;;
13701164;SEMI ACABADO;701164;PANTOPRAZOL 40MG COM REV LIB RETARD;1.600.000;600;011684;TRIETILCITRATO; 4,000 ;KG;;;
14701164;SEMI ACABADO;701164;PANTOPRAZOL 40MG COM REV LIB RETARD;1.600.000;600;011900;COPOVIDONA; 12,800 ;KG;;;
15701164;SEMI ACABADO;701164;PANTOPRAZOL 40MG COM REV LIB RETARD;1.600.000;600;010553;CROSPOVIDONE; 16,000 ;KG;;;
1701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,400 ;KG;;;
2701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010046;ALCOOL ETILICO; 45,000 ;KG;;;
3701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010071;CELULOSE MIC (TIPO200); 16,000 ;KG;;;
4701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010228;DIOXIDO TITANIO; 0,660 ;KG;;;
5701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010310;ESTEARATO CALCIO; 1,200 ;KG;;;
6701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010469;LAURIL SULFATO SODIO (PO); 0,800 ;KG;;;
7701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010953;TALCO; 1,600 ;KG;;;
8701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010979;HPMC+PEG; 3,200 ;KG;;;
9701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011050;OXIDO FERRO AMARELO; 0,040 ;KG;;;
10701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011454;PANTOPRAZOL SODICO SESQUIIDRATADO MICRON; 18,000 ;KG;;;
11701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011675;LACTOSE (ANIDRA); 34,800 ;KG;;;
12701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011683;POL.ANI.AC.METACRIL.(EUDRAGIT L30D); 33,000 ;KG;;;
13701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011684;TRIETILCITRATO; 1,000 ;KG;;;
14701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;011900;COPOVIDONA; 3,200 ;KG;;;
15701165;SEMI ACABADO;701165;PANTOPRAZOL 20MG COM REV LIB RETARD;800.000;600;010553;CROSPOVIDONE; 4,000 ;KG;;;
1701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,480 ;KG;;;
2701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;010071;CELULOSE MIC (TIPO200); 86,400 ;KG;;;
3701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;010311;ESTEARATO MAGNESIO; 1,440 ;KG;;;
4701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;010739;LACTOSE (50/70); 63,120 ;KG;;;
5701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;010923;CROSCARMELOSE SODICA; 2,160 ;KG;;;
6701166;SEMI ACABADO;701166;ALENDRONATO DE SODIO 70MG COMP;600.000;600;011386;ALENDRONATO DE SODIO TRIIDRATADO; 56,400 ;KG;;;
1701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 2,250 ;KG;;;
2701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010071;CELULOSE MIC (TIPO200); 192,900 ;KG;;;
3701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010311;ESTEARATO MAGNESIO; 4,500 ;KG;;;
4701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010729;CLORTALIDONA; 18,750 ;KG;;;
5701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010923;CROSCARMELOSE SODICA; 2,250 ;KG;;;
6701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;010953;TALCO; 4,200 ;KG;;;
7701168;SEMI ACABADO;701168;CLORTALIDONA 12,5MG COMP;1.500.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,240 ;KG;;;
1701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 3,000 ;KG;;;
2701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010071;CELULOSE MIC (TIPO200); 231,600 ;KG;;;
3701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010311;ESTEARATO MAGNESIO; 6,000 ;KG;;;
4701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010729;CLORTALIDONA; 50,000 ;KG;;;
5701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010923;CROSCARMELOSE SODICA; 3,000 ;KG;;;
6701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;010953;TALCO; 5,600 ;KG;;;
7701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,400 ;KG;;;
8701169;SEMI ACABADO;701169;CLORTALIDONA 25MG COMP;2.000.000;600;011050;OXIDO FERRO AMARELO; 0,400 ;KG;;;
1701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 2,000 ;KG;;;
2701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010311;ESTEARATO MAGNESIO; 5,108 ;KG;;;
3701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010331;GLICOLATO AMIDO SODICO; 15,556 ;KG;;;
4701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010501;CELULOSE MIC.(TIPO102); 164,892 ;KG;;;
5701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 80,000 ;KG;;;
6701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;010953;TALCO; 8,000 ;KG;;;
7701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 14,000 ;KG;;;
8701171;SEMI ACABADO;701171;CLOR.SERTRALINA (C1) 100MG COMP REV;1.111.111;600;011431;CLOR.SERTRALINA (C1); 124,444 ;KG;;;
1701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010192;COR ALUM LACA VERMELHO ERITROZINA 3; 0,328 ;KG;;;
2701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010311;ESTEARATO MAGNESIO; 1,800 ;KG;;;
3701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010501;CELULOSE MIC.(TIPO102); 60,000 ;KG;;;
4701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010739;LACTOSE (50/70); 207,300 ;KG;;;
5701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010923;CROSCARMELOSE SODICA; 3,000 ;KG;;;
6701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010953;TALCO; 2,286 ;KG;;;
7701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;011514;BROMAZEPAM (B1)**; 4,286 ;KG;;;
8701201;SEMI ACABADO;701201;BROMAZEPAM (B1) 3MG COMP;1.428.571;600;010056;AMIDO; 21,000 ;KG;;;
1701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,750 ;KG;;;
2701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
3701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;010331;GLICOLATO AMIDO SODICO; 12,500 ;KG;;;
4701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 13,750 ;KG;;;
5701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;011047;ACICLOVIR MICRONIZADO; 200,000 ;KG;;;
6701202;SEMI ACABADO;701202;ACICLOVIR 400MG COM;500.000;600;012459;CELULOSE MICROCRISTALINA (TIPO 302); 44,500 ;KG;;;
1701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010553;CROSPOVIDONE; 45,120 ;KG;;;
2701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010046;ALCOOL ETILICO; 58,320 ;KG;;;
3701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010228;DIOXIDO TITANIO; 2,760 ;KG;;;
4701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010311;ESTEARATO MAGNESIO; 0,960 ;KG;;;
5701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010964;POVIDONA K29-32; 33,600 ;KG;;;
6701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010964;POVIDONA K29-32; 62,400 ;KG;;;
7701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;011020;CELULOSE MIC(TIPO 101); 193,440 ;KG;;;
8701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;011050;OXIDO FERRO AMARELO; 0,696 ;KG;;;
9701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;011467;NIMODIPINO MICRONIZADO; 36,000 ;KG;;;
10701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;011668;ALCOOL POLIVINILICO+TALCO+PEG; 13,860 ;KG;;;
11701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010056;AMIDO; 10,080 ;KG;;;
12701211;SEMI ACABADO;701211;NIMODIPINO 30MG COMP REV;1.200.000;600;010553;CROSPOVIDONE; 14,400 ;KG;;;
1701235;SEMI ACABADO;701235;ESPIRONOLACTONA COMP 100MG;909.090;600;010056;AMIDO; 272,092 ;KG;;;
2701235;SEMI ACABADO;701235;ESPIRONOLACTONA COMP 100MG;909.090;600;011537;ESPIRONOLACTONA; 90,910 ;KG;;;
3701235;SEMI ACABADO;701235;ESPIRONOLACTONA COMP 100MG;909.090;600;010964;POVIDONA K29-32; 24,000 ;KG;;;
4701235;SEMI ACABADO;701235;ESPIRONOLACTONA COMP 100MG;909.090;600;011689;SULFATO DE CALCIO DIHIDRATADO; 208,498 ;KG;;;
5701235;SEMI ACABADO;701235;ESPIRONOLACTONA COMP 100MG;909.090;600;010311;ESTEARATO MAGNESIO; 4,500 ;KG;;;
1701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 4,300 ;KG;;;
2701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;010311;ESTEARATO MAGNESIO; 7,500 ;KG;;;
3701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;010501;CELULOSE MIC.(TIPO102); 110,000 ;KG;;;
4701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;010739;LACTOSE (50/70); 222,200 ;KG;;;
5701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;010923;CROSCARMELOSE SODICA; 8,000 ;KG;;;
6701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 23,000 ;KG;;;
7701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 17,500 ;KG;;;
8701236;SEMI ACABADO;701236;LOSARTANA POTASSICA 100MG COMP REV;1.250.000;600;011469;LOSARTAN POTASSICO MICRONIZADO; 125,000 ;KG;;;
1701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;010192;COR ALUM LACA VERMELHO ERITROZINA 3; 2,250 ;KG;;;
2701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;010311;ESTEARATO MAGNESIO; 6,000 ;KG;;;
3701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;010501;CELULOSE MIC.(TIPO102); 83,304 ;KG;;;
4701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;010964;POVIDONA K29-32; 38,700 ;KG;;;
5701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 21,000 ;KG;;;
6701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;011434;PENTOXIFILINA; 400,000 ;KG;;;
7701247;SEMI ACABADO;701247;PENTOXIFILINA 400MG COMP REV;1.000.000;600;011610;HPMC (METHOCEL K100M-CR); 72,000 ;KG;;;
1701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010046;ALCOOL ETILICO; 176,604 ;KG;;;
2701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010228;DIOXIDO TITANIO; 4,188 ;KG;;;
3701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010311;ESTEARATO MAGNESIO; 2,658 ;KG;;;
4701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010501;CELULOSE MIC.(TIPO102); 10,302 ;KG;;;
5701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010720;CLORETO METILENO (D2)**; 144,000 ;KG;;;
6701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010964;POVIDONA K29-32; 21,000 ;KG;;;
7701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;010979;HPMC+PEG; 21,000 ;KG;;;
8701248;SEMI ACABADO;701248;CLOR.METFORMINA COMP REV 500MG;1.132.075;600;011483;CLOR.METFORMINA; 566,038 ;KG;;;
1701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010046;ALCOOL ETILICO; 175,000 ;KG;;;
2701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010228;DIOXIDO TITANIO; 4,165 ;KG;;;
3701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010311;ESTEARATO MAGNESIO; 2,665 ;KG;;;
4701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010501;CELULOSE MIC.(TIPO102); 9,670 ;KG;;;
5701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010720;CLORETO METILENO (D2)**; 144,000 ;KG;;;
6701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010964;POVIDONA K29-32; 21,000 ;KG;;;
7701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;010979;HPMC+PEG; 21,000 ;KG;;;
8701249;SEMI ACABADO;701249;CLOR.METFORMINA COMP REV 850MG;666.665;600;011483;CLOR.METFORMINA; 566,666 ;KG;;;
1702002;SEMI ACABADO;702002;OMEPRAZOL 40MG CAP;1.000.000;600;010887;CAPS 0 BCO/AZUL ROYAL; 1.000.000,000 ;UN;;;
2702002;SEMI ACABADO;702002;OMEPRAZOL 40MG CAP;1.000.000;600;011104;OMEPRAZOL PELLETE ENTERICO 8,5%P/P; 471,000 ;KG;;;
1702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010046;ALCOOL ETILICO; 17,820 ;KG;;;
2702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010228;DIOXIDO TITANIO; 0,762 ;KG;;;
3702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010311;ESTEARATO MAGNESIO; 0,510 ;KG;;;
4702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010469;LAURIL SULFATO SODIO (PO); 0,510 ;KG;;;
5702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010859;LACTOSE (200); 91,680 ;KG;;;
6702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010923;CROSCARMELOSE SODICA; 5,100 ;KG;;;
7702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;010964;POVIDONA K29-32; 3,600 ;KG;;;
8702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,138 ;KG;;;
9702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;011050;OXIDO FERRO AMARELO; 0,120 ;KG;;;
10702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;011383;FINASTERIDA; 0,600 ;KG;;;
11702005;SEMI ACABADO;702005;FINASTERIDA 1MG COMP REV;600.000;600;011668;ALCOOL POLIVINILICO+TALCO+PEG; 3,570 ;KG;;;
1702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,933 ;KG;;;
2702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;010311;ESTEARATO MAGNESIO; 5,333 ;KG;;;
3702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;010328;OLEO VEGETAL HIDROGENADO (LUBRITAB); 30,667 ;KG;;;
4702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;010736;PEG 6000 MICRONIZADO (MACROGOL 6000); 13,333 ;KG;;;
5702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;010739;LACTOSE (50/70); 109,734 ;KG;;;
6702006;SEMI ACABADO;702006;CLOR.DILTIAZEM COMP 30MG;1.333.333;600;011549;CLOR.DILTIAZEM; 40,000 ;KG;;;
1702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010046;ALCOOL ETILICO; 33,215 ;KG;;;
2702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010311;ESTEARATO MAGNESIO; 2,500 ;KG;;;
3702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010331;GLICOLATO AMIDO SODICO; 17,500 ;KG;;;
4702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010483;MANITOL; 97,500 ;KG;;;
5702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010501;CELULOSE MIC.(TIPO102); 47,500 ;KG;;;
6702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010953;TALCO; 1,250 ;KG;;;
7702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;010979;HPMC+PEG; 5,000 ;KG;;;
8702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 21,250 ;KG;;;
9702009;SEMI ACABADO;702009;IMUSSUPREX 50MG COMP REV;1.250.000;600;011533;AZATIOPRINA; 62,500 ;KG;;;
1702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010184;COR ALUM LACA AZUL2; 0,286 ;KG;;;
2702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010311;ESTEARATO MAGNESIO; 1,950 ;KG;;;
3702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010501;CELULOSE MIC.(TIPO102); 60,000 ;KG;;;
4702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010739;LACTOSE (50/70); 202,422 ;KG;;;
5702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010923;CROSCARMELOSE SODICA; 3,000 ;KG;;;
6702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010953;TALCO; 2,286 ;KG;;;
7702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;011050;OXIDO FERRO AMARELO; 0,486 ;KG;;;
8702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;011514;BROMAZEPAM (B1)**; 8,572 ;KG;;;
9702012;SEMI ACABADO;702012;BROMAZEPAM (B1) 6MG COMP;1.428.571;600;010056;AMIDO; 21,000 ;KG;;;
1702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 8,743 ;KG;;;
2702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;010071;CELULOSE MIC (TIPO200); 314,057 ;KG;;;
3702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;010311;ESTEARATO MAGNESIO; 5,143 ;KG;;;
4702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 120,000 ;KG;;;
5702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;010923;CROSCARMELOSE SODICA; 15,086 ;KG;;;
6702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 21,000 ;KG;;;
7702013;SEMI ACABADO;702013;CLOR.VERAPAMIL 80MG COMP REV;1.714.286;600;011478;CLOR. VERAPAMIL; 137,143 ;KG;;;
1702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;010193;COR VERMELHO ERITROSINA 3; 0,150 ;KG;;;
2702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
3702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;010417;GELATINA; 4,800 ;KG;;;
4702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;010859;LACTOSE (200); 172,000 ;KG;;;
5702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;011441;BETAMETASONA (MICRONIZADA); 0,263 ;KG;;;
6702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;011494;MALEATO DE DEXCLORFENIRAMINA; 2,000 ;KG;;;
7702017;SEMI ACABADO;702017;MALEATO DEXCLORFEN.+BETAMETASONA COMP;1.000.000;600;010056;AMIDO; 19,800 ;KG;;;
1702027;SEMI ACABADO;702027;ESPIRONOLACTONA COMP 25MG;2.307.690;600;010056;AMIDO; 300,000 ;KG;;;
2702027;SEMI ACABADO;702027;ESPIRONOLACTONA COMP 25MG;2.307.690;600;010311;ESTEARATO MAGNESIO; 4,272 ;KG;;;
3702027;SEMI ACABADO;702027;ESPIRONOLACTONA COMP 25MG;2.307.690;600;010964;POVIDONA K29-32; 24,000 ;KG;;;
4702027;SEMI ACABADO;702027;ESPIRONOLACTONA COMP 25MG;2.307.690;600;011537;ESPIRONOLACTONA; 57,692 ;KG;;;
5702027;SEMI ACABADO;702027;ESPIRONOLACTONA COMP 25MG;2.307.690;600;011689;SULFATO DE CALCIO DIHIDRATADO; 214,036 ;KG;;;
1702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010046;ALCOOL ETILICO; 103,000 ;KG;;;
2702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010228;DIOXIDO TITANIO; 2,426 ;KG;;;
3702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010311;ESTEARATO MAGNESIO; 1,650 ;KG;;;
4702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010501;CELULOSE MIC.(TIPO102); 6,025 ;KG;;;
5702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010720;CLORETO METILENO (D2)**; 84,000 ;KG;;;
6702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010964;POVIDONA K29-32; 12,134 ;KG;;;
7702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;010979;HPMC+PEG; 12,134 ;KG;;;
8702028;SEMI ACABADO;702028;CLOR.METFORMINA COMP REV 1G;330.188;600;011483;CLOR.METFORMINA; 330,188 ;KG;;;
1702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,430 ;KG;;;
2702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010311;ESTEARATO MAGNESIO; 1,430 ;KG;;;
3702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010331;GLICOLATO AMIDO SODICO; 4,070 ;KG;;;
4702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010501;CELULOSE MIC.(TIPO102); 40,700 ;KG;;;
5702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010739;LACTOSE (50/70); 121,825 ;KG;;;
