Concatenar;Status;Semi-acabado;Descrição Semi-acabado;Qtd Semi-acabado;Centro Semi-acabado;Matéria-Prima;Descrição Matéria-Prima;Qtd Matéria-Prima;UN Matéria-Prima;;;
1703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;010311;ESTEARATO MAGNESIO; 2,400 ;KG;;;
2703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;010859;LACTOSE (200); 64,800 ;KG;;;
3703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;010923;CROSCARMELOSE SODICA; 7,200 ;KG;;;
4703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;011020;CELULOSE MIC(TIPO 101); 64,800 ;KG;;;
5703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 4,800 ;KG;;;
6703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;013786;FOSFATO DE CALCIO DIBASICO ANIDRO CD; 24,000 ;KG;;;
7703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;017895;ETORICOXIBE (C1); 72,000 ;KG;;;
8703629;SEMI ACABADO;703629;ETORICOXIBE (C1) 90MG COM REV;800.000;600;019722;AL.POL+TALC+DIOX.TIT+GLICEROL+LSS; 9,600 ;KG;;;
1703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,540 ;KG;;;
2703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 10,800 ;KG;;;
3703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;011653;MANITOL CD(PAR TECK M2000 ART100419); 79,620 ;KG;;;
4703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;011900;COPOVIDONA; 10,800 ;KG;;;
5703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;012351;ESTEARIL FUMARATO DE SODIO; 2,160 ;KG;;;
6703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;012693;OPADRY AMB WHITE (OY-B-28920) (EP); 5,400 ;KG;;;
7703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;017949;LINAGLIPTINA; 3,000 ;KG;;;
8703648;SEMI ACABADO;703648;LINAGLIPTINA 5MG COM REV;600.000;600;010553;CROSPOVIDONE; 1,080 ;KG;;;
1703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;010046;ALCOOL ETILICO; 55,987 ;KG;;;
2703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;010406;FOSFATO CALCIO TRIBASICO(TS 29 FLB); 11,520 ;KG;;;
3703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;010501;CELULOSE MIC.(TIPO102); 121,440 ;KG;;;
4703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;010739;LACTOSE (50/70); 83,520 ;KG;;;
5703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;010923;CROSCARMELOSE SODICA; 5,760 ;KG;;;
6703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 8,640 ;KG;;;
7703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;012351;ESTEARIL FUMARATO DE SODIO; 5,760 ;KG;;;
8703652;SEMI ACABADO;703652;CLOR. TRAZODONA (C1) 100MG COM REV ;600.000;600;015907;CLORIDRATO DE TRAZODONA (C1); 60,000 ;KG;;;
1703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;010046;ALCOOL ETILICO; 116,640 ;KG;;;
2703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;010406;FOSFATO CALCIO TRIBASICO(TS 29 FLB); 24,000 ;KG;;;
3703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;010501;CELULOSE MIC.(TIPO102); 253,000 ;KG;;;
4703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;010739;LACTOSE (50/70); 174,000 ;KG;;;
5703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;010923;CROSCARMELOSE SODICA; 12,000 ;KG;;;
6703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 18,000 ;KG;;;
7703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;012351;ESTEARIL FUMARATO DE SODIO; 12,000 ;KG;;;
8703653;SEMI ACABADO;703653;CLOR. TRAZODONA (C1) 50MG COM REV;2.500.000;600;015907;CLORIDRATO DE TRAZODONA (C1); 125,000 ;KG;;;
1703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010553;CROSPOVIDONE; 9,000 ;KG;;;
2703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010046;ALCOOL ETILICO; 8,100 ;KG;;;
3703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010046;ALCOOL ETILICO; 56,700 ;KG;;;
4703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010311;ESTEARATO MAGNESIO; 1,800 ;KG;;;
5703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010859;LACTOSE (200); 2,500 ;KG;;;
6703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 12,020 ;KG;;;
7703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 2,700 ;KG;;;
8703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011900;COPOVIDONA; 14,400 ;KG;;;
9703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 7,000 ;KG;;;
10703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012459;CELULOSE MICROCRISTALINA (TIPO 302); 107,020 ;KG;;;
11703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012514;OXIDO DE FERRO AMARELO; 27,000 ;G;;;
12703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;013481;COR ALUM LACA AZUL1; 5,400 ;KG;;;
13703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;017530;CLORIDRATO DE CINACALCETE; 33,060 ;KG;;;
14703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;017530;CLORIDRATO DE CINACALCETE; 33,060 ;KG;;;
15703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012459;CELULOSE MICROCRISTALINA (TIPO 302); 107,020 ;KG;;;
16703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 12,020 ;KG;;;
17703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011900;COPOVIDONA; 14,400 ;KG;;;
18703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010553;CROSPOVIDONE; 9,000 ;KG;;;
19703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 2,700 ;KG;;;
20703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010311;ESTEARATO MAGNESIO; 1,800 ;KG;;;
21703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010859;LACTOSE (200); 2,500 ;KG;;;
22703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010046;ALCOOL ETILICO; 56,700 ;KG;;;
23703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 7,000 ;KG;;;
24703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;010046;ALCOOL ETILICO; 8,100 ;KG;;;
25703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;013481;COR ALUM LACA AZUL1; 0,005 ;KG;;;
26703655;SEMI ACABADO;703655;CLORIDRATO DE CINACALCETE 30 MG COM REV;1.000.000;600;012514;OXIDO DE FERRO AMARELO; 0,027 ;KG;;;
1703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010553;CROSPOVIDONE; 11,250 ;KG;;;
2703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010046;ALCOOL ETILICO; 58,320 ;KG;;;
3703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010280;ESS LARANJA PO; 0,450 ;KG;;;
4703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010311;ESTEARATO MAGNESIO; 2,250 ;KG;;;
5703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010322;POL CAT AC METACRIL(EUDRAGIT E100 G; 0,675 ;KG;;;
6703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;010501;CELULOSE MIC.(TIPO102); 130,050 ;KG;;;
7703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;011555;MIRTAZAPINA (C1)**; 11,250 ;KG;;;
8703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 1,125 ;KG;;;
9703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;011653;MANITOL CD(PAR TECK M2000 ART100419); 67,500 ;KG;;;
10703656;SEMI ACABADO;703656;MIRTAZAPINA (C1) 15 MG COM ORODISP;750.000;600;011692;SUCRALOSE; 0,450 ;KG;;;
1703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010553;CROSPOVIDONE; 11,250 ;KG;;;
2703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010046;ALCOOL ETILICO; 58,320 ;KG;;;
3703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010280;ESS LARANJA PO; 0,450 ;KG;;;
4703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010311;ESTEARATO MAGNESIO; 2,250 ;KG;;;
5703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010322;POL CAT AC METACRIL(EUDRAGIT E100 G; 0,675 ;KG;;;
6703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;010501;CELULOSE MIC.(TIPO102); 130,050 ;KG;;;
7703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;011555;MIRTAZAPINA (C1)**; 11,250 ;KG;;;
8703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 1,125 ;KG;;;
9703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;011653;MANITOL CD(PAR TECK M2000 ART100419); 67,500 ;KG;;;
10703657;SEMI ACABADO;703657;MIRTAZAPINA (C1) 30 MG COM ORODISP;375.000;600;011692;SUCRALOSE; 0,450 ;KG;;;
1703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010553;CROSPOVIDONE; 4,500 ;KG;;;
2703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010046;ALCOOL ETILICO; 2,430 ;KG;;;
3703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010046;ALCOOL ETILICO; 12,150 ;KG;;;
4703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010280;ESS LARANJA PO; 0,180 ;KG;;;
5703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010311;ESTEARATO MAGNESIO; 0,900 ;KG;;;
6703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010322;POL CAT AC METACRIL(EUDRAGIT E100 G; 0,270 ;KG;;;
7703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;010501;CELULOSE MIC.(TIPO102); 52,020 ;KG;;;
8703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;011555;MIRTAZAPINA (C1)**; 4,500 ;KG;;;
9703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 0,450 ;KG;;;
10703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;011653;MANITOL CD(PAR TECK M2000 ART100419); 27,000 ;KG;;;
11703658;SEMI ACABADO;703658;MIRTAZAPINA (C1) 45 MG COM ORODISP;100.000;600;011692;SUCRALOSE; 0,180 ;KG;;;
1703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;010046;ALCOOL ETILICO; 153,090 ;KG;;;
2703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;010311;ESTEARATO MAGNESIO; 7,350 ;KG;;;
3703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 129,150 ;KG;;;
4703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 73,500 ;KG;;;
5703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 14,700 ;KG;;;
6703676;SEMI ACABADO;703676;SULF. HIDROXICLOROQUINA 400MG COM VER;700.000;600;018011;SULFATO HIDROXICLOROQUINA; 280,000 ;KG;;;
1703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;010553;CROSPOVIDONE; 42,000 ;KG;;;
2703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 4,200 ;KG;;;
3703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;010311;ESTEARATO MAGNESIO; 10,500 ;KG;;;
4703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;010859;LACTOSE (200); 58,100 ;KG;;;
5703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;010964;POVIDONA K29-32; 25,200 ;KG;;;
6703678;SEMI ACABADO;703678;DIPIRONA SODICA 1G COM;700.000;600;018572;DIPIRONA SODICA MONOHIDRATADA; 700,000 ;KG;;;
1703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010023;ACIDO FOLICO; 0,052 ;KG;;;
2703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 3,563 ;KG;;;
3703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010046;ALCOOL ETILICO; 187,819 ;KG;;;
4703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010092;BIOTINA; 0,006 ;KG;;;
5703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010311;ESTEARATO MAGNESIO; 3,500 ;KG;;;
6703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010511;NICOTINAMIDA; 3,500 ;KG;;;
7703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010607;SULFATO FERROSO PO SECO; 4,760 ;KG;;;
8703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010611;SULFATO MAGNESIO PO SECO; 140,836 ;KG;;;
9703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010678;VIT A-ACETATO-PO 500000UI/G; 0,875 ;KG;;;
10703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010681;VIT B1-TIAMINA MONONITRATO; 0,286 ;KG;;;
11703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010684;VIT B2-RIBOFLAVINABASE; 0,284 ;KG;;;
12703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010685;CLOR.PIRIDOXINA( VIT B6); 0,346 ;KG;;;
13703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010693;ACETATO DE DL-ALFA-TOCOFEROL 50%; 6,519 ;KG;;;
14703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010869;VITAMINA C 90% GRANULADO; 10,938 ;KG;;;
15703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010909;VITAMINA B12 0,1%; 0,525 ;KG;;;
16703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;010923;CROSCARMELOSE SODICA; 7,000 ;KG;;;
17703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;011039;PANTOTENATO CALCIO(N); 1,189 ;KG;;;
18703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;012624;CELULOSE MICROC.SILIC.HD90; 142,040 ;KG;;;
19703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;015173;HPMC+D.TIT.+HPC+PEG; 7,000 ;KG;;;
20703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;015867;OPADRY PURPLE 20B100001; 10,500 ;KG;;;
21703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;018244;COLAGENO DE PEIXE HIDROLISADO (ALIM); 21,875 ;KG;;;
22703682;SEMI ACABADO;703682;COLAGENO 50MG +VIT.+MIN. COM REV (ALIM) ;437.500;600;300677;OXIDO ZINCO (GRAU FARMACEUTICO); 1,906 ;KG;;;
1703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;010553;CROSPOVIDONE; 9,405 ;KG;;;
2703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;010311;ESTEARATO MAGNESIO; 1,710 ;KG;;;
3703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;010739;LACTOSE (50/70); 34,200 ;KG;;;
4703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;010859;LACTOSE (200); 30,042 ;KG;;;
5703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;010964;POVIDONA K29-32; 5,643 ;KG;;;
6703683;SEMI ACABADO;703683;ACIDO URSODESOXICOLICO 300MG COMPRIMIDO;300.000;600;011850;ACIDO URSODESOXICOLICO  MICRONIZADO; 90,000 ;KG;;;
1703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;010553;CROSPOVIDONE; 7,840 ;KG;;;
2703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;010311;ESTEARATO MAGNESIO; 1,425 ;KG;;;
3703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;010739;LACTOSE (50/70); 28,500 ;KG;;;
4703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;010859;LACTOSE (200); 25,030 ;KG;;;
5703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;010964;POVIDONA K29-32; 4,705 ;KG;;;
6703684;SEMI ACABADO;703684;ACIDO URSODESOXICOLICO 150MG COMPRIMIDO;500.000;600;011850;ACIDO URSODESOXICOLICO  MICRONIZADO; 75,000 ;KG;;;
1703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;011653;MANITOL CD(PAR TECK M2000 ART100419); 225,000 ;KG;;;
2703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;013076;DEXTRATO; 258,750 ;KG;;;
3703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;010071;CELULOSE MIC (TIPO200); 75,000 ;KG;;;
4703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;016331;LACTASE(ASPERGILLUS ORYZAE)100.000 ALU/G; 150,000 ;KG;;;
5703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;010923;CROSCARMELOSE SODICA; 22,500 ;KG;;;
6703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 7,500 ;KG;;;
7703690;SEMI ACABADO;703690;LACTASE TABLETE DISPERSIVEL 500MG(ALIM);1.500.000;600;010311;ESTEARATO MAGNESIO; 11,250 ;KG;;;
1703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 2,187 ;KG;;;
2703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;010071;CELULOSE MIC (TIPO200); 1,754 ;KG;;;
3703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;010311;ESTEARATO MAGNESIO; 2,625 ;KG;;;
4703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;010925;VITAMINA D3; 2,273 ;KG;;;
5703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;017189;COLAGENO UC-250 POWDER UC-II (ALIM); 45,455 ;KG;;;
6703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;018143;BISGLICINATO MG BUF GRAN (ALIM); 441,919 ;KG;;;
7703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;019418;CAPS 00 BRANCO/BRANCO; 1.136.363,000 ;UN;;;
8703702;SEMI ACABADO;703702;COL.40MG+VITD5MCG+MG130MG CAP DURA(ALIM);1.136.363;600;300393;BISGLICINATO MAGNESIO BUF (ALIM); 378,787 ;KG;;;
1703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 3,217 ;KG;;;
2703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;010501;CELULOSE MIC.(TIPO102); 49,500 ;KG;;;
3703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,083 ;KG;;;
4703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;011510;CLOR.ONDANSETRONA DIIDRATADO; 8,250 ;KG;;;
5703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;011688;GLICIRRICINATO DE AMONIO; 0,430 ;KG;;;
6703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;011692;SUCRALOSE; 4,290 ;KG;;;
7703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;011879;NEOHESPERIDINA; 0,213 ;KG;;;
8703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;012351;ESTEARIL FUMARATO DE SODIO; 3,217 ;KG;;;
9703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;013054;AROMA DE CEREJA ( 40245); 2,145 ;KG;;;
10703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;013381;CROSPOVIDONE NF; 21,450 ;KG;;;
11703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;013400;AROMA ID. NAT. MENTA HERBAL (HP7203); 2,145 ;KG;;;
12703718;SEMI ACABADO;703718;CLOR ONDANS DI-HIDRATADO 4MG COM ORODISP;1.650.000;600;018014;PHARMABURST 500; 119,560 ;KG;;;
1703719;SEMI ACABADO;703719;CLOR ONDANS DI-HIDRATADO 8MG COM ORODISP;1.400.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 2,730 ;KG;;;
2703719;SEMI ACABADO;703719;CLOR ONDANS DI-HIDRATADO 8MG COM ORODISP;1.400.000;600;010501;CELULOSE MIC.(TIPO102); 42,000 ;KG;;;
