Estoques WM com texto breve de material

Nº depósito				WNM

		Material	Texto breve material		UMB	Lote	Cen.	Dep.	Tp.	Posiç	Estq.dispon.	Data venc.	Últ.movim.	T	Últ.entrd.
		010310	ESTEARATO CALCIO		KG	M5D8137	600	PES	999	AJUSTE	      0,020	19.04.2030	08.09.2026	S	08.09.2026
		010328	OLEO VEGETAL HIDROGENADO (LUBRITAB)		KG	M5J1790	600	PES	999	AJUSTE	      2,061	17.10.2027	31.08.2026	S	31.08.2026
		010406	FOSFATO CALCIO TRIBASICO(TS 29 FLB)		KG	M5E1936	600	PES	999	AJUSTE	      0,001	13.06.2028	08.09.2026	S	08.09.2026
		010406	FOSFATO CALCIO TRIBASICO(TS 29 FLB)		KG	M5G3882	600	PES	999	AJUSTE	      0,091	13.06.2028	01.09.2026	S	01.09.2026
		010409	FOSFATO SODIO DIBASICO ANIDRO		KG	M5P0968	600	PES	999	AJUSTE	      0,001	22.10.2028	01.09.2026	S	01.09.2026
		010409	FOSFATO SODIO DIBASICO ANIDRO		KG	M5P6873	600	PES	999	AJUSTE	      0,112	22.10.2028	02.09.2026	S	02.09.2026
		010417	GELATINA		KG	M5K3655	600	PES	999	AJUSTE	      1,505	09.09.2030	31.08.2026	S	31.08.2026
		010448	HIDROXIDO MAGNESIO GEL SECO		KG	M5D3267	600	PES	999	AJUSTE	      0,039	05.09.2027	01.09.2026	S	01.09.2026
		010469	LAURIL SULFATO SODIO (PO)		KG	M5M3176	600	PES	999	AJUSTE	      0,751	07.04.2028	01.09.2026	S	01.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5Q1060	600	PES	999	AJUSTE	      0,092	15.06.2029	08.09.2026	S	08.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O7335	600	PES	999	AJUSTE	      0,002	01.12.2030	08.09.2026	S	08.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O3977	600	PES	999	AJUSTE	      0,002	01.12.2030	08.09.2026	S	08.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O7336	600	PES	999	AJUSTE	      0,002	01.12.2030	08.09.2026	S	08.09.2026
		010607	SULFATO FERROSO PO SECO		KG	M5D5306	600	PES	999	AJUSTE	      0,059	27.03.2030	08.09.2026	S	08.09.2026
		010720	CLORETO METILENO (D2)**		KG	M5J4848	600	PES	999	AJUSTE	      0,003	01.09.2028	02.09.2026	S	02.09.2026
		010731	FOSF.CAL.DIB.(COMPDIRETA)		KG	M5L9706	600	PES	999	AJUSTE	      0,047	28.11.2028	04.09.2026	S	04.09.2026
		010739	LACTOSE (50/70)		KG	M5Q4430	600	PES	999	AJUSTE	      1,659	15.08.2027	01.09.2026	S	01.09.2026
		010859	LACTOSE (200)		KG	M5J3172	600	PES	999	AJUSTE	      0,004	08.07.2028	08.09.2026	S	08.09.2026
		010859	LACTOSE (200)		KG	M5I6395	600	PES	999	AJUSTE	      0,100	11.07.2028	02.09.2026	S	02.09.2026
		010877	ACIDO ESTEARICO VEGETAL(MICRONIZADO)		KG	M5M1524	600	PES	999	AJUSTE	      1,386	01.05.2027	01.09.2026	S	01.09.2026
		010877	ACIDO ESTEARICO VEGETAL(MICRONIZADO)		KG	M5P6874	600	PES	999	AJUSTE	      0,514	01.02.2028	02.09.2026	S	02.09.2026
		010877	ACIDO ESTEARICO VEGETAL(MICRONIZADO)		KG	M5M1525	600	PES	999	AJUSTE	      0,384	01.05.2027	01.09.2026	S	01.09.2026
		010887	CAPS 0 BCO/AZUL ROYAL		UN	M5N6975	600	PES	999	AJUSTE	     39,896	01.03.2031	08.09.2026	S	08.09.2026
		010887	CAPS 0 BCO/AZUL ROYAL		UN	M5N6974	600	PES	999	AJUSTE	     30,960	01.03.2031	08.09.2026	S	08.09.2026
		010903	GLICINATO ALUMINIO		KG	M5O8249	600	PES	999	AJUSTE	      2,796	17.04.2029	01.09.2026	S	01.09.2026
		010903	GLICINATO ALUMINIO		KG	M5N0641	600	PES	999	AJUSTE	     21,808	24.01.2029	02.09.2026	S	02.09.2026
		010925	VITAMINA D3		KG	M5B1501	600	PES	999	AJUSTE	      3,715	30.06.2027	01.09.2026	S	01.09.2026
		010964	POVIDONA K29-32		KG	M5N0808	600	PES	999	AJUSTE	      0,028	20.09.2028	08.09.2026	S	08.09.2026
		010975	NIMESULIDA(MICRONIZADA)		KG	M5E0619-1	600	PES	999	AJUSTE	      3,305	01.06.2030	31.08.2026	S	31.08.2026
		010975	NIMESULIDA(MICRONIZADA)		KG	M5E0718-1	600	PES	999	AJUSTE	      2,388	01.06.2030	31.08.2026	S	31.08.2026
		010975	NIMESULIDA(MICRONIZADA)		KG	M5E0720-1	600	PES	999	AJUSTE	      4,405	01.06.2030	01.09.2026	S	01.09.2026
		010978	ETILCELULOSE 10 CPS(ETHOCEL 10 CPS)		KG	M5L9691	600	PES	999	AJUSTE	      0,096	15.09.2028	01.09.2026	S	01.09.2026
		010979	HPMC+PEG		KG	M5P7381	600	PES	999	AJUSTE	      0,096	09.04.2029	01.09.2026	S	01.09.2026
		011018	AMIDO DE MILHO PREGELATINIZADO		KG	M5N0175	600	PES	999	AJUSTE	      0,055	10.09.2029	01.09.2026	S	01.09.2026
		011018	AMIDO DE MILHO PREGELATINIZADO		KG	M5O2535	600	PES	999	AJUSTE	      0,004	22.10.2029	08.09.2026	S	08.09.2026
		011018	AMIDO DE MILHO PREGELATINIZADO		KG	M5N0178	600	PES	999	AJUSTE	      1,790	10.09.2029	02.09.2026	S	02.09.2026
		011020	CELULOSE MIC(TIPO 101)		KG	M5R5513	600	PES	999	AJUSTE	      5,336	24.05.2029	01.09.2026	S	01.09.2026
		011056	CLOR.CISTEINA		KG	M5J5349	600	PES	999	AJUSTE	      0,004	11.03.2027	01.09.2026	S	01.09.2026
		011088	CAPTOPRIL		KG	M5K0621	600	PES	999	AJUSTE	      0,005	02.03.2028	01.09.2026	S	01.09.2026
		011088	CAPTOPRIL		KG	M5K0626	600	PES	999	AJUSTE	      0,037	07.02.2028	01.09.2026	S	01.09.2026
		011089	FLUCONAZOL (I)		KG	M4X6891	600	PES	999	AJUSTE	      0,006	01.04.2030	01.09.2026	S	01.09.2026
		011105	SINVASTATINA (MICRONIZADA)		KG	M5R0398-1	600	PES	999	AJUSTE	      0,771	01.05.2029	01.09.2026	S	01.09.2026
		011346	MALEATO ENALAPRIL		KG	M5O3537-1	600	PES	999	AJUSTE	      0,067	27.07.2030	08.09.2026	S	08.09.2026
		011357	AROMA LIMAO NATURAL		KG	M5O3694	600	PES	999	AJUSTE	      0,270	26.05.2027	01.09.2026	S	01.09.2026
		011386	ALENDRONATO DE SODIO TRIIDRATADO		KG	M5Q0960-1	600	PES	999	AJUSTE	      0,046	01.04.2031	08.09.2026	S	08.09.2026
		011431	CLOR.SERTRALINA (C1)		KG	M5A7280-1	600	PES	999	AJUSTE	      0,977	01.12.2027	31.08.2026	S	31.08.2026
		011437	ATENOLOL		KG	M5E1054-1	600	PES	999	AJUSTE	      0,004	01.08.2030	01.09.2026	S	01.09.2026
		011437	ATENOLOL		KG	M5L5130-1	600	PES	999	AJUSTE	      0,088	01.08.2030	01.09.2026	S	01.09.2026
		011437	ATENOLOL		KG	M5L5131-1	600	PES	999	AJUSTE	      0,002	01.08.2030	08.09.2026	S	08.09.2026
		011454	PANTOPRAZOL SODICO SESQUIIDRATADO MICRON		KG	M5I6149-1	600	PES	999	AJUSTE	      0,001	09.09.2030	08.09.2026	S	08.09.2026
		011463	CLONAZEPAM MICRONIZADO (B1)**		KG	M5D9514	600	PES	999	AJUSTE	      0,043	01.05.2028	01.09.2026	S	01.09.2026
		011463	CLONAZEPAM MICRONIZADO (B1)**		KG	M5H2229	600	PES	999	AJUSTE	      0,220	01.07.2028	08.09.2026	S	02.09.2026
		011469	LOSARTAN POTASSICO MICRONIZADO		KG	M5E7305-1	600	PES	999	AJUSTE	      0,004	01.07.2030	01.09.2026	S	01.09.2026
		011473	VALSARTANA		KG	M5D9812-1	600	PES	999	AJUSTE	      0,040	29.05.2028	01.09.2026	S	01.09.2026
		011485	DOXAZOSINA MESILATO MICRONIZADO		KG	M5O8144-1	600	PES	999	AJUSTE	      0,003	01.01.2028	08.09.2026	S	08.09.2026
		011513	CLOR.FLUOXETINA   (C1)**		KG	M5H6429-1	600	PES	999	AJUSTE	      0,001	01.09.2030	08.09.2026	S	08.09.2026
		011531	CITRATO SILDENAFILA		KG	M4G7708	600	PES	999	AJUSTE	      0,007	01.05.2029	08.09.2026	S	08.09.2026
		011531	CITRATO SILDENAFILA		KG	M5I7966	600	PES	999	AJUSTE	      0,003	19.01.2031	08.09.2026	S	08.09.2026
		011533	AZATIOPRINA		KG	M4U3017	600	PES	999	AJUSTE	      0,002	01.04.2030	08.09.2026	S	08.09.2026
		011533	AZATIOPRINA		KG	M4Z7158	600	PES	999	AJUSTE	      0,032	01.08.2030	08.09.2026	S	08.09.2026
		011533	AZATIOPRINA		KG	M4Z7159	600	PES	999	AJUSTE	      0,010	01.08.2030	08.09.2026	S	08.09.2026
		011533	AZATIOPRINA		KG	M4Z7161	600	PES	999	AJUSTE	      0,046	01.08.2030	08.09.2026	S	08.09.2026
		011537	ESPIRONOLACTONA		KG	M5R1204	600	PES	999	AJUSTE	      0,022	01.05.2029	08.09.2026	S	08.09.2026
		011537	ESPIRONOLACTONA		KG	M5H2492-1	600	PES	999	AJUSTE	      0,001	18.05.2029	01.09.2026	S	01.09.2026
		011548	CLOR.CLOMIPRAMINA (C1)**		KG	M5H8319	600	PES	999	AJUSTE	      0,158	01.04.2027	01.09.2026	S	01.09.2026
		011548	CLOR.CLOMIPRAMINA (C1)**		KG	M5H8318	600	PES	999	AJUSTE	      1,927	01.04.2027	01.09.2026	S	01.09.2026
		011548	CLOR.CLOMIPRAMINA (C1)**		KG	M5A1931	600	PES	999	AJUSTE	      0,085	01.04.2029	01.09.2026	S	01.09.2026
		011609	PARACETAMOL 90%		KG	M5E1335-1	600	PES	999	AJUSTE	     16,035	18.02.2027	01.09.2026	S	01.09.2026
		011609	PARACETAMOL 90%		KG	M5E1334-1	600	PES	999	AJUSTE	      0,066	18.02.2027	01.09.2026	S	01.09.2026
		011609	PARACETAMOL 90%		KG	M5E1332-1	600	PES	999	AJUSTE	      0,006	17.02.2027	01.09.2026	S	01.09.2026
		011609	PARACETAMOL 90%		KG	M5E1318-1	600	PES	999	AJUSTE	      0,610	17.02.2027	01.09.2026	S	01.09.2026
		011610	HPMC (METHOCEL K100M-CR)		KG	M5H7023	600	PES	999	AJUSTE	      0,080	04.06.2030	01.09.2026	S	01.09.2026
		011653	MANITOL CD(PAR TECK M2000 ART100419)		KG	M5K7125	600	PES	999	AJUSTE	      0,001	01.07.2028	02.09.2026	S	02.09.2026
		011664	CELULOSE+LACTOSE		KG	M4P9325	600	PES	999	AJUSTE	      0,157	05.09.2027	01.09.2026	S	01.09.2026
		011675	LACTOSE (ANIDRA)		KG	M5P7399	600	PES	999	AJUSTE	      7,299	01.12.2027	01.09.2026	S	01.09.2026
		011675	LACTOSE (ANIDRA)		KG	M5P1876	600	PES	999	AJUSTE	      0,015	01.12.2027	01.09.2026	S	01.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5R1832	600	PES	999	AJUSTE	         70	30.04.2031	01.09.2026	S	01.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5298	600	PES	999	AJUSTE	      1,602	30.04.2031	01.09.2026	S	01.09.2026
		011748	ORLISTAT		KG	M5Q3463-1	600	PES	999	AJUSTE	      0,836	18.10.2028	01.09.2026	S	01.09.2026
		011748	ORLISTAT		KG	M5I8128-1	600	PES	999	AJUSTE	      0,156	30.11.2028	01.09.2026	S	01.09.2026
		011748	ORLISTAT		KG	M5I8127-1	600	PES	999	AJUSTE	      2,533	13.12.2028	01.09.2026	S	01.09.2026
		011748	ORLISTAT		KG	M5I8126-1	600	PES	999	AJUSTE	      0,049	24.12.2028	04.09.2026	S	04.09.2026
		011748	ORLISTAT		KG	M5I8119-1	600	PES	999	AJUSTE	      0,181	22.12.2028	04.09.2026	S	04.09.2026
		011748	ORLISTAT		KG	M5I8118-1	600	PES	999	AJUSTE	      0,093	12.12.2028	01.09.2026	S	01.09.2026
		011748	ORLISTAT		KG	M5I8116-1	600	PES	999	AJUSTE	      3,295	15.12.2028	01.09.2026	S	01.09.2026
		011776	ROSUVASTATINA CALCICA		KG	M5Q9380-1	600	PES	999	AJUSTE	      0,002	01.05.2031	01.09.2026	S	01.09.2026
		011776	ROSUVASTATINA CALCICA		KG	M5Q9381-1	600	PES	999	AJUSTE	      0,006	01.05.2031	01.09.2026	S	01.09.2026
		011776	ROSUVASTATINA CALCICA		KG	M5Q9382-1	600	PES	999	AJUSTE	      0,021	01.05.2031	04.09.2026	S	04.09.2026
		011776	ROSUVASTATINA CALCICA		KG	M5Q9383-1	600	PES	999	AJUSTE	      0,017	01.05.2031	02.09.2026	S	02.09.2026
		011776	ROSUVASTATINA CALCICA		KG	M5Q9716-1	600	PES	999	AJUSTE	      0,001	01.02.2029	01.09.2026	S	01.09.2026
		011783	MICOFENOLATO SODICO		KG	M3R8063	600	PES	999	AJUSTE	      0,001	01.06.2028	01.09.2026	S	01.09.2026
		011783	MICOFENOLATO SODICO		KG	M3Q0759	600	PES	999	AJUSTE	      1,668	01.02.2028	01.09.2026	S	01.09.2026
		011783	MICOFENOLATO SODICO		KG	M3Q0756	600	PES	999	AJUSTE	      0,038	01.05.2028	01.09.2026	S	01.09.2026
		011783	MICOFENOLATO SODICO		KG	M3Q0754	600	PES	999	AJUSTE	     21,705	01.05.2028	01.09.2026	S	01.09.2026
		011784	CARBONATO DE MAGNESIO (GRANULADO)		KG	M5G1711	600	PES	999	AJUSTE	     15,602	07.03.2027	01.09.2026	S	01.09.2026
		011784	CARBONATO DE MAGNESIO (GRANULADO)		KG	M5G1487	600	PES	999	AJUSTE	      0,004	07.03.2027	01.09.2026	S	01.09.2026
		011806	HEMIFUMARATO DE BISOPROLOL		KG	M5B2619	600	PES	999	AJUSTE	      0,055	02.06.2030	02.09.2026	S	02.09.2026
		011851	CLORIDRATO BUPROPIONA(C1)**		KG	M5Q5317-1	600	PES	999	AJUSTE	      0,016	23.01.2031	01.09.2026	S	01.09.2026
		011851	CLORIDRATO BUPROPIONA(C1)**		KG	M5Q5322-1	600	PES	999	AJUSTE	      0,628	24.01.2031	01.09.2026	S	01.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P0861-1	600	PES	999	AJUSTE	     30,859	01.01.2028	05.08.2026	S	05.08.2026
		012234	CLOR.PIOGLITAZONA		KG	M5E6864-1	600	PES	999	AJUSTE	      0,002	04.08.2030	01.09.2026	S	01.09.2026
		012351	ESTEARIL FUMARATO DE SODIO		KG	M5P4335-1	600	PES	999	AJUSTE	      0,409	01.03.2031	01.09.2026	S	01.09.2026
		012459	CELULOSE MICROCRISTALINA (TIPO 302)		KG	M5N8340	600	PES	999	AJUSTE	      1,984	23.01.2029	01.09.2026	S	01.09.2026
		012693	OPADRY AMB WHITE (OY-B-28920) (EP)		KG	M5O4749	600	PES	999	AJUSTE	      1,010	26.04.2028	01.09.2026	S	01.09.2026
		013365	CAPS 4 ESC/BRANCO		UN	M5O4914	600	PES	999	AJUSTE	  1.225,790	01.03.2031	31.08.2026	S	31.08.2026
		013365	CAPS 4 ESC/BRANCO		UN	M5O4916	600	PES	999	AJUSTE	     15,254	01.03.2031	01.09.2026	S	01.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5P8625-1	600	PES	999	AJUSTE	      0,119	01.09.2028	01.09.2026	S	01.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9804-1	600	PES	999	AJUSTE	      0,013	01.11.2028	01.09.2026	S	01.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9805-1	600	PES	999	AJUSTE	      0,101	01.11.2028	01.09.2026	S	01.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9806-1	600	PES	999	AJUSTE	      0,032	01.11.2028	01.09.2026	S	01.09.2026
		013796	HIDROCLOROTIAZIDA MICRONIZADA (58-93-5)		KG	M5O6598	600	PES	999	AJUSTE	      0,001	04.12.2029	01.09.2026	S	01.09.2026
		014660	SURELEASE 19040		KG	M5Q8891	600	PES	999	AJUSTE	      6,297	07.11.2027	01.09.2026	S	01.09.2026
		014660	SURELEASE 19040		KG	M5M7128	600	PES	999	AJUSTE	      1,497	01.09.2027	01.09.2026	S	01.09.2026
		015710	SUC. DESVENLAFAXINA MONOIDRATADO (C1)		KG	M5A5754-1	600	PES	999	AJUSTE	     49,104	01.06.2030	01.09.2026	S	01.09.2026
		015710	SUC. DESVENLAFAXINA MONOIDRATADO (C1)		KG	M5A5755-1	600	PES	999	AJUSTE	      0,007	01.06.2030	01.09.2026	S	01.09.2026
		017132	VITAMINA K2 ACTIVK N-2000 (ALIM)		KG	M5Q8346-1	600	PES	999	AJUSTE	      0,003	01.06.2029	01.09.2026	S	01.09.2026
		017189	COLAGENO UC-250 POWDER UC-II (ALIM)		KG	M4W9083	600	PES	999	AJUSTE	      0,006	24.10.2027	01.09.2026	S	01.09.2026
		017189	COLAGENO UC-250 POWDER UC-II (ALIM)		KG	M4W9097	600	PES	999	AJUSTE	      0,003	24.10.2027	01.09.2026	S	01.09.2026
		017264	BILASTINA		KG	M5I7985-1	600	PES	999	AJUSTE	      3,303	01.11.2030	01.09.2026	S	01.09.2026
		017264	BILASTINA		KG	M5J1674-1	600	PES	999	AJUSTE	      0,001	01.12.2030	01.09.2026	S	01.09.2026
		017264	BILASTINA		KG	M5J1675-1	600	PES	999	AJUSTE	      0,001	01.12.2030	01.09.2026	S	01.09.2026
		017264	BILASTINA		KG	M5J1684-1	600	PES	999	AJUSTE	      0,002	01.12.2030	01.09.2026	S	01.09.2026
		017949	LINAGLIPTINA		KG	M5L3689-1	600	PES	999	AJUSTE	      0,001	01.01.2031	02.09.2026	S	02.09.2026
		018143	BISGLICINATO MG BUF GRAN (ALIM)		KG	M5O9973	600	PES	999	AJUSTE	      0,932	04.02.2029	01.09.2026	S	01.09.2026
		018438	ACIDO FOLICO		KG	M5N7698	600	PES	999	AJUSTE	      0,001	17.03.2028	01.09.2026	S	01.09.2026
		018438	ACIDO FOLICO		KG	M5P3930	600	PES	999	AJUSTE	      0,002	19.03.2027	01.09.2026	S	01.09.2026
		018438	ACIDO FOLICO		KG	M5R4066	600	PES	999	AJUSTE	      0,065	15.10.2028	01.09.2026	S	01.09.2026
		019397	EMPAGLIFLOZINA		KG	M5P8648	600	PES	999	AJUSTE	      0,005	01.02.2031	01.09.2026	S	01.09.2026
		019418	CAPS 00 BRANCO/BRANCO		UN	M5P7599	600	PES	999	AJUSTE	      7,875	04.01.2031	01.09.2026	S	01.09.2026
		019665	APIXABANA		KG	M5K8963	600	PES	999	AJUSTE	      0,001	01.02.2030	01.09.2026	S	01.09.2026
		300406	AL.POL+TAL+DI.TIT+GLI.MO.CA+COR-QX BEIGE		KG	M5M7503	600	PES	999	AJUSTE	      4,475	12.10.2027	31.08.2026	S	31.08.2026
		300725	OPADRY EZ 253U190007 CLEAR (ALIM)		KG	M5K2348	600	PES	999	AJUSTE	      1,165	06.02.2028	31.08.2026	S	31.08.2026
		300782	OPADRY QX 321A130011 ORANGE (ALIM)		KG	M5N0173	600	PES	999	AJUSTE	      0,004	30.03.2028	01.09.2026	S	01.09.2026
		301922	COLAGENO NATIVE CT-II (ALIM)		KG	M3I4290	600	PES	999	AJUSTE	      0,161	01.12.2026	01.09.2026	S	01.09.2026
		302066	DAPAGLIFLOZINA AMORFA		KG	M5P8201-1	600	PES	999	AJUSTE	      0,010	01.04.2031	01.09.2026	S	01.09.2026
		302066	DAPAGLIFLOZINA AMORFA		KG	M5P8204-1	600	PES	999	AJUSTE	      6,613	01.04.2031	01.09.2026	S	01.09.2026
		302066	DAPAGLIFLOZINA AMORFA		KG	M5R4052-1	600	PES	999	AJUSTE	      1,546	01.05.2031	02.09.2026	S	01.09.2026
		302096	CAPS 00 (ALONGADA)AMARELO/VERMELHO		UN	M5G4818	600	PES	999	AJUSTE	      6,828	01.06.2030	01.09.2026	S	01.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0949	600	PES	999	AJUSTE	      0,004	06.05.2031	02.09.2026	S	02.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0948	600	PES	999	AJUSTE	      0,007	06.05.2031	01.09.2026	S	01.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0944	600	PES	999	AJUSTE	      0,003	07.05.2031	02.09.2026	S	02.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0943	600	PES	999	AJUSTE	      0,002	07.05.2031	01.09.2026	S	01.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0942	600	PES	999	AJUSTE	      0,977	10.05.2031	02.09.2026	S	01.09.2026
		302234	CALCIO CITRATO MALATO- CCM (ALIM)		KG	M5K0965	600	PES	999	AJUSTE	      0,001	18.02.2028	01.09.2026	S	01.09.2026
		302234	CALCIO CITRATO MALATO- CCM (ALIM)		KG	M5O4722	600	PES	999	AJUSTE	      1,051	15.04.2028	01.09.2026	S	01.09.2026
		302234	CALCIO CITRATO MALATO- CCM (ALIM)		KG	M5O5212	600	PES	999	AJUSTE	      0,223	21.04.2028	01.09.2026	S	01.09.2026
		302234	CALCIO CITRATO MALATO- CCM (ALIM)		KG	M5O5216	600	PES	999	AJUSTE	      0,392	15.04.2028	01.09.2026	S	01.09.2026
		010010	ACETONA **		KG	M5R2079	600	PES	DEP	DEVOLUCAO	          0	18.05.2027	09.09.2026		09.09.2026
		010047	ALCOOL ISOPROPILICO(ISOPROPANOL)		KG	M5Q8774	600	PES	DEP	DEVOLUCAO	          0	30.11.2027	09.09.2026		09.09.2026
		011020	CELULOSE MIC(TIPO 101)		KG	M5R5511	600	PES	DEP	DEVOLUCAO	          0	25.05.2029	09.09.2026		09.09.2026
		011537	ESPIRONOLACTONA		KG	M5R1203	600	PES	DEP	DEVOLUCAO	          0	01.05.2029	09.09.2026		09.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P1626-1	600	PES	DEP	DEVOLUCAO	          0	01.12.2027	09.09.2026		09.09.2026
		012693	OPADRY AMB WHITE (OY-B-28920) (EP)		KG	M5O7357	600	PES	DEP	DEVOLUCAO	          0	04.05.2028	09.09.2026		07.09.2026
		013076	DEXTRATO		KG	M5F7084	600	PES	DEP	DEVOLUCAO	          0	07.06.2028	09.09.2026		09.09.2026
		015343	HIPROLOSE LH - 21		KG	M5P3315	600	PES	DEP	DEVOLUCAO	          0	23.10.2028	09.09.2026		09.09.2026
		017130	CALCIO CITRATO MALATO GRANULAR (ALIM)		KG	M5I8076	600	PES	DEP	DEVOLUCAO	          0	08.01.2028	08.09.2026		08.09.2026
		301433	HPMC+PEG+DIOX TIT+OX FERRO AM+LACA AZUL2		KG	M5J1804	600	PES	DEP	DEVOLUCAO	          0	26.01.2027	09.09.2026		09.09.2026
		010041	DIOXIDO SILICIO COLOIDAL ANIDRO		KG	M5R2654	600	PES	PES	PESAGEM	     68,041	30.01.2028	09.09.2026		01.09.2026
		010046	ALCOOL ETILICO		L	M5S0087	600	PES	PES	PESAGEM	  1.938,569	01.07.2029	08.09.2026		24.08.2026
		010046	ALCOOL ETILICO		L	M5S4072	600	PES	PES	PESAGEM	 11.433,937	01.04.2028	09.09.2026		02.09.2026
		010056	AMIDO		KG	M5P0759	600	PES	PES	PESAGEM	    551,032	28.04.2028	09.09.2026		28.08.2026
		010071	CELULOSE MIC (TIPO200)		KG	M5R1185	600	PES	PES	PESAGEM	    135,017	20.07.2029	09.09.2026		05.09.2026
		010071	CELULOSE MIC (TIPO200)		KG	M5R1186	600	PES	PES	PESAGEM	    163,370	15.07.2029	08.09.2026		03.09.2026
		010071	CELULOSE MIC (TIPO200)		KG	M5R1187	600	PES	PES	PESAGEM	      0,613	14.07.2029	08.09.2026		03.09.2026
		010071	CELULOSE MIC (TIPO200)		KG	M5R1188	600	PES	PES	PESAGEM	      0,587	11.07.2029	08.09.2026		03.09.2026
		010071	CELULOSE MIC (TIPO200)		KG	M5R5502	600	PES	PES	PESAGEM	      0,380	13.03.2029	02.09.2026		01.09.2026
		010088	BUTILHIDROXITOLUENO(BHT)		KG	M5L2610	600	PES	PES	PESAGEM	      8,358	01.11.2027	08.09.2026		01.09.2026
		010177	COR ALUM LACA AMARELO TARTRAZINA 5		KG	M5L6417	600	PES	PES	PESAGEM	      6,096	12.05.2031	07.09.2026		05.09.2026
		010228	DIOXIDO TITANIO		KG	M5M8310	600	PES	PES	PESAGEM	     23,977	01.08.2030	08.09.2026		01.09.2026
		010310	ESTEARATO CALCIO		KG	M5F2244	600	PES	PES	PESAGEM	     29,303	19.04.2030	09.09.2026		09.09.2026
		010311	ESTEARATO MAGNESIO		KG	M5N6942	600	PES	PES	PESAGEM	    124,284	30.06.2030	09.09.2026		04.09.2026
		010331	GLICOLATO AMIDO SODICO		KG	M5M3177	600	PES	PES	PESAGEM	      4,621	28.01.2031	08.09.2026		06.09.2026
		010331	GLICOLATO AMIDO SODICO		KG	M5L2577	600	PES	PES	PESAGEM	      0,642	27.01.2031	05.09.2026		02.09.2026
		010469	LAURIL SULFATO SODIO (PO)		KG	M5M3176	600	PES	PES	PESAGEM	     15,100	07.04.2028	09.09.2026		01.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O1358	600	PES	PES	PESAGEM	      0,446	01.01.2031	06.09.2026		04.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O1359	600	PES	PES	PESAGEM	     83,603	01.01.2031	09.09.2026		05.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O1360	600	PES	PES	PESAGEM	    246,080	01.01.2031	09.09.2026		07.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5O4819	600	PES	PES	PESAGEM	    671,659	01.01.2031	09.09.2026		08.09.2026
		010501	CELULOSE MIC.(TIPO102)		KG	M5Q1425	600	PES	PES	PESAGEM	      3,193	17.06.2029	09.09.2026		08.09.2026
		010553	CROSPOVIDONE		KG	M5G6227	600	PES	PES	PESAGEM	     51,864	27.07.2028	09.09.2026		17.08.2026
		010720	CLORETO METILENO (D2)**		KG	M5N4233	600	PES	PES	PESAGEM	     87,870	31.12.2028	06.09.2026		01.09.2026
		010731	FOSF.CAL.DIB.(COMPDIRETA)		KG	M5Q0633	600	PES	PES	PESAGEM	     23,580	19.11.2028	05.09.2026		14.08.2026
		010731	FOSF.CAL.DIB.(COMPDIRETA)		KG	M5M3114	600	PES	PES	PESAGEM	    734,203	11.01.2029	09.09.2026		04.09.2026
		010739	LACTOSE (50/70)		KG	M5N5389	600	PES	PES	PESAGEM	     18,754	13.10.2028	03.09.2026		29.08.2026
		010739	LACTOSE (50/70)		KG	M5N6397	600	PES	PES	PESAGEM	    117,048	13.10.2028	09.09.2026		02.09.2026
		010739	LACTOSE (50/70)		KG	M5P2415	600	PES	PES	PESAGEM	     26,076	17.12.2028	08.09.2026		07.09.2026
		010739	LACTOSE (50/70)		KG	M5P4989	600	PES	PES	PESAGEM	    595,750	18.12.2028	09.09.2026		07.09.2026
		010739	LACTOSE (50/70)		KG	M5Q5374	600	PES	PES	PESAGEM	    239,305	05.07.2027	30.08.2026		28.08.2026
