Estoques WM com texto breve de material

Nº depósito				WNM

		Material	Texto breve material		UMB	Lote	Cen.	Dep.	Tp.	Posiç	Estq.dispon.	Data venc.	Últ.movim.	T	Últ.entrd.
		010739	LACTOSE (50/70)		KG	M5R9738	600	PES	PES	PESAGEM	    904,851	15.08.2027	09.09.2026		08.09.2026
		010859	LACTOSE (200)		KG	M5J1811	600	PES	PES	PESAGEM	    624,871	13.07.2028	08.09.2026		31.08.2026
		010877	ACIDO ESTEARICO VEGETAL(MICRONIZADO)		KG	M5P6874	600	PES	PES	PESAGEM	      5,291	01.02.2028	07.09.2026		03.09.2026
		010887	CAPS 0 BCO/AZUL ROYAL		UN	M5N6982	600	PES	PES	PESAGEM	195.750,728	01.03.2031	09.09.2026		07.09.2026
		010923	CROSCARMELOSE SODICA		KG	M5P0957	600	PES	PES	PESAGEM	    463,049	11.05.2031	08.09.2026		04.09.2026
		010923	CROSCARMELOSE SODICA		KG	M5P0958	600	PES	PES	PESAGEM	      0,015	09.05.2031	09.09.2026		01.09.2026
		010953	TALCO		KG	M5N6965	600	PES	PES	PESAGEM	     37,537	19.12.2030	07.09.2026		05.09.2026
		010964	POVIDONA K29-32		KG	M5N0809	600	PES	PES	PESAGEM	     47,259	22.09.2028	09.09.2026		02.09.2026
		010965	POVIDONA K-90		KG	M5O7370	600	PES	PES	PESAGEM	     40,819	22.07.2027	05.09.2026		05.09.2026
		010979	HPMC+PEG		KG	M5Q9991	600	PES	PES	PESAGEM	      1,348	18.06.2028	08.09.2026		01.09.2026
		010979	HPMC+PEG		KG	M5Q9992	600	PES	PES	PESAGEM	     66,455	18.06.2028	09.09.2026		07.09.2026
		011018	AMIDO DE MILHO PREGELATINIZADO		KG	M5N0178	600	PES	PES	PESAGEM	    304,425	10.09.2029	09.09.2026		28.08.2026
		011018	AMIDO DE MILHO PREGELATINIZADO		KG	M5O2534	600	PES	PES	PESAGEM	    100,008	02.11.2029	08.09.2026		05.09.2026
		011020	CELULOSE MIC(TIPO 101)		KG	M5R5511	600	PES	PES	PESAGEM	    296,895	25.05.2029	09.09.2026		09.09.2026
		011020	CELULOSE MIC(TIPO 101)		KG	M5R5513	600	PES	PES	PESAGEM	      1,989	24.05.2029	02.09.2026		02.09.2026
		011032	ALC.POL.+DIOX.TIT.+PEG+TALCO		KG	M5P4302	600	PES	PES	PESAGEM	      3,449	15.04.2028	09.09.2026		09.09.2026
		011032	ALC.POL.+DIOX.TIT.+PEG+TALCO		KG	M5N0166	600	PES	PES	PESAGEM	     16,191	23.03.2028	06.09.2026		28.08.2026
		011049	OXIDO DE FERRO VERM(USP REF.33.8075)		KG	M5G9475	600	PES	PES	PESAGEM	     12,069	08.06.2027	08.09.2026		01.09.2026
		011050	OXIDO FERRO AMARELO		KG	M5R5514	600	PES	PES	PESAGEM	      9,970	12.10.2030	04.09.2026		04.09.2026
		011050	OXIDO FERRO AMARELO		KG	M5N0187	600	PES	PES	PESAGEM	      1,386	21.01.2031	09.09.2026		01.09.2026
		011215	CAPS 0 AZUL / AZUL		UN	M5E6023	600	PES	PES	PESAGEM	     97.658	27.08.2030	03.09.2026		01.09.2026
		011331	CAPS 0 LAR / BEGE		UN	M5M3251	600	PES	PES	PESAGEM	176.921,522	01.02.2031	09.09.2026		08.09.2026
		011346	MALEATO ENALAPRIL		KG	M5M5438-1	600	PES	PES	PESAGEM	      0,004	09.02.2031	08.09.2026		08.09.2026
		011346	MALEATO ENALAPRIL		KG	M5O3538-1	600	PES	PES	PESAGEM	      0,004	31.07.2030	08.09.2026		08.09.2026
		011346	MALEATO ENALAPRIL		KG	M5O6608-1	600	PES	PES	PESAGEM	    173,134	09.02.2031	09.09.2026		09.09.2026
		011386	ALENDRONATO DE SODIO TRIIDRATADO		KG	M5N6695-1	600	PES	PES	PESAGEM	      0,122	01.03.2031	07.09.2026		07.09.2026
		011395	CLOR.PROPRANOLOL		KG	M5G0082	600	PES	PES	PESAGEM	      0,828	11.11.2028	04.09.2026		04.09.2026
		011454	PANTOPRAZOL SODICO SESQUIIDRATADO MICRON		KG	M5H2282-1	600	PES	PES	PESAGEM	     53,941	02.10.2030	09.09.2026		09.09.2026
		011454	PANTOPRAZOL SODICO SESQUIIDRATADO MICRON		KG	M5I6150-1	600	PES	PES	PESAGEM	    109,356	09.09.2030	09.09.2026		09.09.2026
		011463	CLONAZEPAM MICRONIZADO (B1)**		KG	M5N9441	600	PES	PES	PESAGEM	      0,220	01.02.2029	08.09.2026		08.09.2026
		011469	LOSARTAN POTASSICO MICRONIZADO		KG	M5E7306-1	600	PES	PES	PESAGEM	      0,071	01.07.2030	08.09.2026		04.09.2026
		011469	LOSARTAN POTASSICO MICRONIZADO		KG	M5E7307-1	600	PES	PES	PESAGEM	      0,400	01.07.2030	05.09.2026		04.09.2026
		011469	LOSARTAN POTASSICO MICRONIZADO		KG	M5E7308-1	600	PES	PES	PESAGEM	      0,085	01.07.2030	08.09.2026		04.09.2026
		011537	ESPIRONOLACTONA		KG	M5I6731-1	600	PES	PES	PESAGEM	      0,016	19.05.2029	02.09.2026		02.09.2026
		011537	ESPIRONOLACTONA		KG	M5R1202	600	PES	PES	PESAGEM	      0,011	01.05.2029	09.09.2026		09.09.2026
		011543	CLOR.TRAMADOL (A2)**		KG	M5G3579-1	600	PES	PES	PESAGEM	      0,289	01.08.2030	08.09.2026		08.09.2026
		011585	IVERMECTINA MICRONIZADA		KG	M5D3049	600	PES	PES	PESAGEM	      2,375	01.05.2027	08.09.2026		06.09.2026
		011609	PARACETAMOL 90%		KG	M5E1338-1	600	PES	PES	PESAGEM	      0,035	18.02.2027	06.09.2026		04.09.2026
		011609	PARACETAMOL 90%		KG	M5E1335-1	600	PES	PES	PESAGEM	      0,020	18.02.2027	05.09.2026		04.09.2026
		011645	ACARBOSE		KG	M4Q2927-1	600	PES	PES	PESAGEM	      3,500	28.10.2026	06.09.2026		06.09.2026
		011664	CELULOSE+LACTOSE		KG	M4T8887	600	PES	PES	PESAGEM	         80	31.10.2027	31.08.2026		31.08.2026
		011664	CELULOSE+LACTOSE		KG	M4N4560	600	PES	PES	PESAGEM	    548,830	09.05.2027	31.08.2026		21.08.2026
		011664	CELULOSE+LACTOSE		KG	M4N4562	600	PES	PES	PESAGEM	         20	09.05.2027	06.09.2026		06.09.2026
		011664	CELULOSE+LACTOSE		KG	M4P9330	600	PES	PES	PESAGEM	         40	17.01.2027	31.08.2026		31.08.2026
		011675	LACTOSE (ANIDRA)		KG	M5P7399	600	PES	PES	PESAGEM	     42,126	01.12.2027	09.09.2026		09.09.2026
		011683	POL.ANI.AC.METACRIL.(EUDRAGIT L30D)		KG	M5E8731	600	PES	PES	PESAGEM	     14,864	01.10.2026	07.09.2026		07.09.2026
		011683	POL.ANI.AC.METACRIL.(EUDRAGIT L30D)		KG	M4Z2712	600	PES	PES	PESAGEM	    275,925	09.12.2026	09.09.2026		07.09.2026
		011684	TRIETILCITRATO		KG	M5L1584	600	PES	PES	PESAGEM	     24,955	01.09.2028	09.09.2026		09.09.2026
		011684	TRIETILCITRATO		KG	M5G4448	600	PES	PES	PESAGEM	      8,800	01.05.2028	07.09.2026		07.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5305	600	PES	PES	PESAGEM	        400	30.04.2031	09.09.2026		08.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5304	600	PES	PES	PESAGEM	     78,475	30.04.2031	08.09.2026		04.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5302	600	PES	PES	PESAGEM	      0,315	30.04.2031	04.09.2026		04.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5299	600	PES	PES	PESAGEM	      4,575	30.04.2031	06.09.2026		03.09.2026
		011689	SULFATO DE CALCIO DIHIDRATADO		KG	M5Q5298	600	PES	PES	PESAGEM	      1,665	30.04.2031	03.09.2026		02.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5C0753-1	600	PES	PES	PESAGEM	      1,095	01.05.2029	06.09.2026		06.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5C0754-1	600	PES	PES	PESAGEM	      1,255	01.05.2029	06.09.2026		05.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5C0755-1	600	PES	PES	PESAGEM	      2,100	01.05.2029	05.09.2026		05.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3960-1	600	PES	PES	PESAGEM	    199,912	01.05.2029	09.09.2026		09.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3961-1	600	PES	PES	PESAGEM	    349,695	01.05.2029	09.09.2026		09.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3962-1	600	PES	PES	PESAGEM	      0,215	01.05.2029	09.09.2026		08.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3963-1	600	PES	PES	PESAGEM	     30,075	01.05.2029	09.09.2026		08.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3964-1	600	PES	PES	PESAGEM	     35,175	01.05.2029	09.09.2026		07.09.2026
		011691	DIPIRONA SODICA CD90		KG	M5B3965-1	600	PES	PES	PESAGEM	      2,215	01.05.2029	09.09.2026		06.09.2026
		011726	HIDROXIPROPILCELULOSE EF		KG	M5M8307	600	PES	PES	PESAGEM	      0,004	14.11.2030	08.09.2026		08.09.2026
		011726	HIDROXIPROPILCELULOSE EF		KG	M5P9938	600	PES	PES	PESAGEM	     86,606	28.01.2031	09.09.2026		09.09.2026
		011748	ORLISTAT		KG	M5I8127-1	600	PES	PES	PESAGEM	      1,850	13.12.2028	08.09.2026		04.09.2026
		011783	MICOFENOLATO SODICO		KG	M3R8064	600	PES	PES	PESAGEM	      0,006	01.06.2028	05.09.2026		05.09.2026
		011783	MICOFENOLATO SODICO		KG	M3R8066	600	PES	PES	PESAGEM	      0,005	01.06.2028	05.09.2026		05.09.2026
		011808	CLORIDRATO DE PSEUDOEFEDRINA (D1)**		KG	M5K7792	600	PES	PES	PESAGEM	      0,719	01.02.2028	06.09.2026		05.09.2026
		011838	CLORIDRATO DE NARATRIPTANA		KG	M5K6065-1	600	PES	PES	PESAGEM	      0,010	01.09.2028	03.09.2026		03.09.2026
		011838	CLORIDRATO DE NARATRIPTANA		KG	M5K7139-1	600	PES	PES	PESAGEM	      0,010	01.11.2028	03.09.2026		03.09.2026
		011838	CLORIDRATO DE NARATRIPTANA		KG	M5K7141-1	600	PES	PES	PESAGEM	      0,014	01.11.2028	03.09.2026		03.09.2026
		011851	CLORIDRATO BUPROPIONA(C1)**		KG	M5Q5321-1	600	PES	PES	PESAGEM	      0,012	26.01.2031	08.09.2026		06.09.2026
		011851	CLORIDRATO BUPROPIONA(C1)**		KG	M5Q5323-1	600	PES	PES	PESAGEM	      0,004	08.02.2031	08.09.2026		08.09.2026
		011851	CLORIDRATO BUPROPIONA(C1)**		KG	M5Q5324-1	600	PES	PES	PESAGEM	      0,012	04.03.2030	08.09.2026		06.09.2026
		011887	INDAPAMIDA		KG	M5I9462	600	PES	PES	PESAGEM	      0,005	01.10.2030	07.09.2026		07.09.2026
		011887	INDAPAMIDA		KG	M5P7329	600	PES	PES	PESAGEM	      0,031	01.03.2031	09.09.2026		09.09.2026
		011887	INDAPAMIDA		KG	M5Q0065	600	PES	PES	PESAGEM	      0,001	01.03.2031	09.09.2026		09.09.2026
		011900	COPOVIDONA		KG	M5K3590	600	PES	PES	PESAGEM	     36,337	06.10.2029	09.09.2026		04.09.2026
		011900	COPOVIDONA		KG	M5P6668	600	PES	PES	PESAGEM	      0,049	19.02.2029	04.09.2026		02.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P9842-1	600	PES	PES	PESAGEM	      0,012	01.12.2027	08.09.2026		08.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P9841-1	600	PES	PES	PESAGEM	      0,002	01.12.2027	08.09.2026		08.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P1628-1	600	PES	PES	PESAGEM	      0,006	01.12.2027	09.09.2026		09.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P1627-1	600	PES	PES	PESAGEM	      0,007	01.12.2027	09.09.2026		09.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P1625-1	600	PES	PES	PESAGEM	      0,003	01.12.2027	09.09.2026		09.09.2026
		012059	HPMC + PEG + DIOXIDO TITANIO		KG	M5M7476	600	PES	PES	PESAGEM	     14,612	07.04.2028	06.09.2026		05.09.2026
		012059	HPMC + PEG + DIOXIDO TITANIO		KG	M5N0161	600	PES	PES	PESAGEM	     99,922	07.04.2028	09.09.2026		09.09.2026
		012218	OLANZAPINA (C1)		KG	M5N7220	600	PES	PES	PESAGEM	      1,163	01.01.2029	04.09.2026		04.09.2026
		012218	OLANZAPINA (C1)		KG	M5I7970-1	600	PES	PES	PESAGEM	      0,008	18.01.2031	02.09.2026		02.09.2026
		012218	OLANZAPINA (C1)		KG	M5I7969-1	600	PES	PES	PESAGEM	      0,195	15.01.2031	02.09.2026		02.09.2026
		012228	HEMIFUMARATO QUETIAPINA(C1)(111974-72-2)		KG	M5L2907-1	600	PES	PES	PESAGEM	      0,040	14.12.2030	09.09.2026		03.09.2026
		012228	HEMIFUMARATO QUETIAPINA(C1)(111974-72-2)		KG	M5L2906-1	600	PES	PES	PESAGEM	      0,001	14.12.2030	05.09.2026		05.09.2026
		012228	HEMIFUMARATO QUETIAPINA(C1)(111974-72-2)		KG	M5L2905-1	600	PES	PES	PESAGEM	      0,089	13.12.2030	05.09.2026		05.09.2026
		012228	HEMIFUMARATO QUETIAPINA(C1)(111974-72-2)		KG	M5L2908-1	600	PES	PES	PESAGEM	      0,384	16.12.2030	04.09.2026		03.09.2026
		012351	ESTEARIL FUMARATO DE SODIO		KG	M5P4335-1	600	PES	PES	PESAGEM	      0,165	01.03.2031	08.09.2026		07.09.2026
		012367	ATORVASTATINA CALCICA		KG	M5P4211-1	600	PES	PES	PESAGEM	      0,010	10.04.2028	06.09.2026		06.09.2026
		012368	CLORIDRATO DE LERCANIDIPINO		KG	M5A7484	600	PES	PES	PESAGEM	      0,001	10.07.2027	05.09.2026		05.09.2026
		012514	OXIDO DE FERRO AMARELO		G	M5P2742	600	PES	PES	PESAGEM	      8.166	12.10.2030	09.09.2026		03.09.2026
		012629	CPS 3 BRANCO/BRANCO		UN	M5G4816	600	PES	PES	PESAGEM	     32,359	01.11.2030	07.09.2026		07.09.2026
		012629	CPS 3 BRANCO/BRANCO		UN	M5Q7213	600	PES	PES	PESAGEM	 83.767,221	01.02.2030	08.09.2026		05.09.2026
		012693	OPADRY AMB WHITE (OY-B-28920) (EP)		KG	M5O0451	600	PES	PES	PESAGEM	      0,004	28.04.2028	06.09.2026		06.09.2026
		013076	DEXTRATO		KG	M5F2429	600	PES	PES	PESAGEM	      0,146	07.06.2028	03.09.2026		03.09.2026
		013076	DEXTRATO		KG	M5L6397	600	PES	PES	PESAGEM	      0,069	07.06.2028	04.09.2026		03.09.2026
		013374	OXALATO DE ESCITALOPRAM (C1)		KG	M5L9306-1	600	PES	PES	PESAGEM	     28,647	26.11.2028	06.09.2026		06.09.2026
		013374	OXALATO DE ESCITALOPRAM (C1)		KG	M5L9307-1	600	PES	PES	PESAGEM	      0,155	28.11.2028	06.09.2026		06.09.2026
		013381	CROSPOVIDONE NF		KG	M5K3659	600	PES	PES	PESAGEM	     39,700	29.06.2027	02.09.2026		02.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9803-1	600	PES	PES	PESAGEM	      2,613	01.11.2028	09.09.2026		09.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9802-1	600	PES	PES	PESAGEM	      0,059	01.11.2028	08.09.2026		06.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9801-1	600	PES	PES	PESAGEM	     92,652	01.11.2028	09.09.2026		09.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9800-1	600	PES	PES	PESAGEM	     62,040	01.11.2028	09.09.2026		09.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9795-1	600	PES	PES	PESAGEM	      9,400	01.11.2028	09.09.2026		09.09.2026
		013472	OLMESARTANA MEDOXOMILA (144689-63-4)		KG	M5Q9794-1	600	PES	PES	PESAGEM	    123,470	01.11.2028	09.09.2026		09.09.2026
		013796	HIDROCLOROTIAZIDA MICRONIZADA (58-93-5)		KG	M5O6626-1	600	PES	PES	PESAGEM	      0,062	14.06.2029	08.09.2026		08.09.2026
		014660	SURELEASE 19040		KG	M5Q8891	600	PES	PES	PESAGEM	      0,378	07.11.2027	05.09.2026		05.09.2026
		014700	PREDNISOLONA (MICRONIZADA)		KG	M5H9908-1	600	PES	PES	PESAGEM	      0,539	15.09.2030	06.09.2026		06.09.2026
		014970	TADALAFILA (171596-29-5)		KG	M5Q0942-1	600	PES	PES	PESAGEM	      0,035	01.04.2031	03.09.2026		02.09.2026
		014970	TADALAFILA (171596-29-5)		KG	M5R4044-1	600	PES	PES	PESAGEM	      1,091	30.04.2031	03.09.2026		02.09.2026
		015343	HIPROLOSE LH - 21		KG	M5P3315	600	PES	PES	PESAGEM	     46,610	23.10.2028	09.09.2026		08.09.2026
		015710	SUC. DESVENLAFAXINA MONOIDRATADO (C1)		KG	M5A5756-1	600	PES	PES	PESAGEM	      0,837	01.06.2030	02.09.2026		02.09.2026
		017130	CALCIO CITRATO MALATO GRANULAR (ALIM)		KG	M5I8076	600	PES	PES	PESAGEM	      0,002	08.01.2028	08.09.2026		04.09.2026
		017132	VITAMINA K2 ACTIVK N-2000 (ALIM)		KG	M5J2616	600	PES	PES	PESAGEM	      0,030	01.11.2029	08.09.2026		08.09.2026
		017189	COLAGENO UC-250 POWDER UC-II (ALIM)		KG	M4W9095	600	PES	PES	PESAGEM	      0,001	24.10.2027	05.09.2026		05.09.2026
		017189	COLAGENO UC-250 POWDER UC-II (ALIM)		KG	M4W9105	600	PES	PES	PESAGEM	      0,034	24.10.2027	05.09.2026		04.09.2026
		017264	BILASTINA		KG	M5I7985-1	600	PES	PES	PESAGEM	      0,735	01.11.2030	09.09.2026		08.09.2026
		019037	ESOMEPRAZOL MAGNESICO TRIID(217087-09-7)		KG	M5E9831-1	600	PES	PES	PESAGEM	      0,008	01.08.2030	05.09.2026		05.09.2026
		019665	APIXABANA		KG	M5K2620-1	600	PES	PES	PESAGEM	      0,109	01.02.2030	07.09.2026		07.09.2026
		019665	APIXABANA		KG	M5R7726-1	600	PES	PES	PESAGEM	      0,023	01.05.2031	07.09.2026		07.09.2026
		019665	APIXABANA		KG	M5R7727-1	600	PES	PES	PESAGEM	      0,072	01.05.2031	07.09.2026		07.09.2026
		300235	HPMC+LACTOSE+TRIACETINA+DIOXIDO TITANIO		KG	M5N9443	600	PES	PES	PESAGEM	      0,057	02.07.2028	07.09.2026		07.09.2026
		300725	OPADRY EZ 253U190007 CLEAR (ALIM)		KG	M5N0174	600	PES	PES	PESAGEM	      0,024	01.04.2028	05.09.2026		05.09.2026
		300782	OPADRY QX 321A130011 ORANGE (ALIM)		KG	M5M7510	600	PES	PES	PESAGEM	      5,998	07.04.2028	08.09.2026		05.09.2026
		301433	HPMC+PEG+DIOX TIT+OX FERRO AM+LACA AZUL2		KG	M5E1897	600	PES	PES	PESAGEM	      8,595	16.10.2026	04.09.2026		03.09.2026
		301922	COLAGENO NATIVE CT-II (ALIM)		KG	M3I4292	600	PES	PES	PESAGEM	      0,002	06.12.2026	05.09.2026		04.09.2026
		301922	COLAGENO NATIVE CT-II (ALIM)		KG	M5O5003	600	PES	PES	PESAGEM	      0,020	26.04.2029	05.09.2026		04.09.2026
		302097	AMIDO PRE + DIOXIDO SIL. (STAR TAB 4001)		KG	M5P0944	600	PES	PES	PESAGEM	      0,034	07.05.2031	02.09.2026		02.09.2026
		302186	CAPS 2 AZUL/BRANCA		UN	M5N6076	600	PES	PES	PESAGEM	     76,681	02.11.2030	05.09.2026		04.09.2026
		302186	CAPS 2 AZUL/BRANCA		UN	M5P7601	600	PES	PES	PESAGEM	 60.353,793	10.01.2031	05.09.2026		04.09.2026
		302186	CAPS 2 AZUL/BRANCA		UN	M5P7604	600	PES	PES	PESAGEM	     34,207	12.12.2030	04.09.2026		04.09.2026
		302186	CAPS 2 AZUL/BRANCA		UN	M5P7605	600	PES	PES	PESAGEM	 44.069,781	10.01.2031	05.09.2026		05.09.2026
		010010	ACETONA **		KG	M5R2079	600	PES	922	TR-ZONE	          0	18.05.2027	09.09.2026		09.09.2026
		010047	ALCOOL ISOPROPILICO(ISOPROPANOL)		KG	M5Q8774	600	PES	922	TR-ZONE	          0	30.11.2027	09.09.2026		09.09.2026
		011020	CELULOSE MIC(TIPO 101)		KG	M5R5511	600	PES	922	TR-ZONE	          0	25.05.2029	09.09.2026		09.09.2026
		011537	ESPIRONOLACTONA		KG	M5R1203	600	PES	922	TR-ZONE	          0	01.05.2029	09.09.2026		09.09.2026
		011901	VENLAFAXINA PELLETS (C1)**		KG	M5P1626-1	600	PES	922	TR-ZONE	          0	01.12.2027	09.09.2026		09.09.2026
		012693	OPADRY AMB WHITE (OY-B-28920) (EP)		KG	M5O7357	600	PES	922	TR-ZONE	          0	04.05.2028	09.09.2026		07.09.2026
		013076	DEXTRATO		KG	M5F7084	600	PES	922	TR-ZONE	          0	07.06.2028	09.09.2026		09.09.2026
		015343	HIPROLOSE LH - 21		KG	M5P3315	600	PES	922	TR-ZONE	          0	23.10.2028	09.09.2026		09.09.2026
		017130	CALCIO CITRATO MALATO GRANULAR (ALIM)		KG	M5I8076	600	PES	922	TR-ZONE	          0	08.01.2028	08.09.2026		08.09.2026
		301433	HPMC+PEG+DIOX TIT+OX FERRO AM+LACA AZUL2		KG	M5J1804	600	PES	922	TR-ZONE	          0	26.01.2027	09.09.2026		09.09.2026

	*				G						      8.166
					KG						 10.573,128
					L						 13.372,506
					UN						825.895,441
